Seconds,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9
264,133.28,135.45,138.9,140.17,132.9,137.45,114.62,130.78,138.78
264.25,133.23,135.34,138.9,140.06,132.78,137.34,114.62,130.78,138.84
264.5,133.28,135.34,138.9,140.17,132.84,137.34,114.67,130.78,138.84
264.75,133.28,135.28,138.9,140.17,132.84,137.45,114.78,131.01,138.84
265,133.17,135.34,138.78,140.12,132.78,137.4,114.84,131.01,138.73
265.25,133.12,135.23,138.84,140.06,132.78,137.28,114.9,131.01,138.78
265.5,133.23,135.17,138.78,140.01,132.78,137.23,114.9,131.06,138.73
265.75,133.17,135.12,138.73,140.06,132.78,137.23,114.95,131.06,138.84
266,133.06,135.06,138.67,140.01,132.73,137.12,114.95,131.01,138.67
266.25,133.12,135.06,138.62,140.01,132.78,137.17,115.01,131.17,138.73
266.5,133.01,135.01,138.56,139.9,132.67,137.12,115.06,131.23,138.67
266.75,133.06,135.01,138.56,139.9,132.67,137.12,115.17,131.23,138.62
267,133.01,134.9,138.51,139.9,132.67,137.06,115.17,131.12,138.62
267.25,133.01,135.01,138.45,139.95,132.73,137.17,115.17,131.17,138.62
267.5,132.95,134.9,138.45,140.01,132.73,137.17,115.28,131.28,138.62
267.75,132.95,134.9,138.4,139.9,132.67,137.12,115.28,131.34,138.62
268,132.9,134.84,138.4,139.84,132.67,137.01,115.28,131.4,138.62
268.25,132.9,134.84,138.34,139.84,132.67,136.95,115.4,131.56,138.62
268.5,132.78,134.78,138.28,139.78,132.56,136.95,115.51,131.62,138.51
268.75,132.78,134.73,138.23,139.73,132.67,136.95,115.56,131.56,138.56
269,132.62,134.67,138.23,139.67,132.56,136.95,115.45,131.62,138.51
269.25,132.67,134.62,138.12,139.78,132.62,136.95,115.51,131.62,138.45
269.5,132.56,134.62,138.17,139.67,132.56,136.84,115.51,131.56,138.45
269.75,132.56,134.56,138.06,139.56,132.56,136.84,115.67,131.67,138.45
270,132.51,134.56,138.06,139.67,132.67,136.84,115.73,131.78,138.51
270.25,132.4,134.4,137.95,139.56,132.62,136.9,115.73,131.9,138.51
270.5,132.4,134.4,137.9,139.56,132.51,136.84,115.67,131.84,138.4
270.75,132.34,134.34,137.73,139.56,132.51,136.78,115.9,131.78,138.4
271,132.28,134.4,137.73,139.45,132.51,136.67,115.9,131.9,138.4
271.25,132.28,134.28,137.67,139.4,132.4,136.67,115.9,131.95,138.28
271.5,132.23,134.17,137.67,139.45,132.45,136.67,116.12,131.95,138.23
271.75,132.12,134.17,137.51,139.45,132.4,136.67,116.23,131.9,138.28
272,132.12,134.17,137.45,139.34,132.4,136.67,116.28,131.95,138.23
272.25,132.06,134.06,137.34,139.51,132.4,136.67,116.28,131.95,138.23
272.5,131.95,134.01,137.34,139.45,132.4,136.62,116.45,132.01,138.23
272.75,132.01,134.06,137.34,139.34,132.34,136.56,116.45,131.95,138.23
273,131.95,134.01,137.4,139.28,132.34,136.51,116.56,131.95,138.23
273.25,131.95,133.95,137.34,139.23,132.34,136.45,116.56,131.9,138.12
273.5,131.95,133.84,137.34,139.23,132.17,136.51,116.56,132.01,138.17
273.75,131.9,133.84,137.23,139.12,132.23,136.4,116.62,131.95,138.01
274,131.78,133.78,137.17,139.12,132.28,136.34,116.56,132.06,138.01
274.25,131.78,133.62,137.06,139.06,132.17,136.34,116.62,131.95,138.01
274.5,131.78,133.62,137.01,139.12,132.17,136.28,116.62,132.06,137.95
274.75,131.78,133.56,136.95,139.01,132.17,136.23,116.67,132.12,137.95
275,131.62,133.62,136.9,139.01,132.12,136.23,116.78,132.12,137.84
275.25,131.62,133.45,136.9,139.01,132.17,136.23,116.84,132.12,137.78
275.5,131.62,133.45,136.84,138.95,132.17,136.28,116.84,132.28,137.84
275.75,131.73,133.45,136.9,138.95,132.06,136.23,116.84,132.23,137.78
276,131.62,133.4,136.9,138.9,132.12,136.17,117.01,132.34,137.78
276.25,131.67,133.28,136.9,138.84,132.06,136.17,117.06,132.17,137.78
276.5,131.62,133.28,136.78,138.9,131.95,136.06,117.17,132.17,137.67
276.75,131.51,133.28,136.73,138.78,132.01,136.06,117.23,132.23,137.62
277,131.56,133.23,136.67,138.73,132.01,136.06,117.28,132.17,137.62
277.25,131.56,133.23,136.67,138.78,132.06,136.06,117.34,132.28,137.62
277.5,131.51,133.17,136.62,138.62,131.95,136.01,117.4,132.34,137.56
277.75,131.4,133.17,136.56,138.67,132.01,136.01,117.45,132.4,137.51
278,131.51,133.17,136.62,138.67,132.06,135.95,117.51,132.34,137.56
278.25,131.51,133.12,136.56,138.73,132.01,135.95,117.51,132.23,137.51
278.5,131.4,133.06,136.56,138.73,131.9,135.95,117.62,132.4,137.51
278.75,131.4,133.01,136.51,138.62,132.01,135.9,117.73,132.4,137.51
279,131.34,132.95,136.45,138.56,131.95,135.9,117.78,132.45,137.45
279.25,131.28,132.95,136.51,138.51,131.95,135.9,117.84,132.4,137.45
279.5,131.17,132.84,136.34,138.45,131.84,135.84,117.95,132.4,137.4
279.75,131.17,132.78,136.4,138.45,131.84,135.84,118.01,132.45,137.45
280,131.06,132.73,136.28,138.4,131.84,135.73,118.06,132.45,137.34
280.25,131.06,132.67,136.4,138.34,131.78,135.73,118.01,132.34,137.34
280.5,130.95,132.56,136.28,138.34,131.78,135.73,118.12,132.28,137.28
280.75,130.9,132.56,136.28,138.34,131.9,135.67,118.12,132.34,137.28
281,130.9,132.56,136.34,138.4,131.78,135.67,118.28,132.45,137.28
281.25,130.84,132.51,136.28,138.28,131.78,135.62,118.23,132.45,137.17
281.5,130.9,132.56,136.28,138.28,131.73,135.62,118.17,132.4,137.17
281.75,130.84,132.45,136.28,138.23,131.78,135.62,118.28,132.45,137.17
282,130.78,132.4,136.23,138.17,131.67,135.51,118.28,132.34,137.12
282.25,130.62,132.4,136.23,138.17,131.67,135.56,118.45,132.34,137.12
282.5,130.62,132.34,136.23,138.12,131.67,135.45,118.4,132.4,137.06
282.75,130.62,132.28,136.23,138.12,131.62,135.4,118.4,132.45,137.01
283,130.56,132.17,136.12,138.12,131.73,135.56,118.45,132.56,137.12
283.25,130.56,132.23,136.17,138.01,131.56,135.4,118.45,132.67,136.95
283.5,130.51,132.12,136.06,138.06,131.56,135.4,118.34,132.67,136.95
283.75,130.56,132.23,136.12,138.01,131.51,135.45,118.51,132.62,137.01
284,130.45,132.17,136.12,137.95,131.56,135.34,118.56,132.67,136.95
284.25,130.4,132.12,136.06,137.95,131.51,135.28,118.56,132.78,137.06
284.5,130.4,132.12,136.06,137.95,131.51,135.28,118.67,132.73,137.06
284.75,130.23,132.06,136.06,137.84,131.4,135.28,118.73,132.73,137.01
285,130.23,132.12,136.01,137.84,131.45,135.23,118.78,132.78,136.95
285.25,130.23,132.12,136.01,137.78,131.4,135.17,118.84,132.62,136.95
285.5,130.17,132.01,135.95,137.78,131.4,135.17,118.95,132.78,136.9
285.75,130.17,131.95,135.84,137.73,131.4,135.12,118.95,132.73,136.9
286,130.23,132.01,135.84,137.78,131.4,135.12,119.01,132.67,136.84
286.25,130.23,131.9,135.84,137.67,131.45,135.06,119.06,132.73,136.9
286.5,130.17,131.84,135.73,137.67,131.28,135.01,119.12,132.62,136.78
286.75,130.23,131.9,135.73,137.62,131.28,135.01,119.17,132.56,136.78
287,130.17,131.78,135.73,137.62,131.34,135.01,119.28,132.62,136.67
287.25,130.17,131.78,135.62,137.56,131.28,135.01,119.23,132.67,136.67
287.5,130.06,131.73,135.56,137.56,131.23,134.84,119.34,132.67,136.67
287.75,130.17,131.73,135.56,137.51,131.28,134.84,119.4,132.62,136.67
288,130.12,131.67,135.45,137.51,131.23,134.9,119.28,132.56,136.56
288.25,130.01,131.62,135.4,137.45,131.17,134.84,119.45,132.56,136.51
288.5,130.12,131.73,135.51,137.4,131.23,134.73,119.4,132.78,136.45
288.75,130.06,131.67,135.4,137.4,131.23,134.73,119.45,132.78,136.45
289,129.95,131.56,135.28,137.51,131.12,134.78,119.51,132.73,136.51
289.25,129.9,131.51,135.23,137.4,131.17,134.78,119.56,132.84,136.4
289.5,129.9,131.56,135.23,137.34,131.17,134.73,119.67,132.73,136.45
289.75,129.73,131.45,135.12,137.23,131.12,134.67,119.67,132.84,136.4
290,129.73,131.4,135.06,137.28,131.12,134.62,119.78,132.78,136.28
290.25,129.67,131.4,135.06,137.23,131.06,134.62,119.73,132.67,136.28
290.5,129.51,131.4,135.01,137.23,131.06,134.62,119.78,132.78,136.23
290.75,129.45,131.28,134.95,137.23,131.06,134.51,119.9,132.78,136.23
291,129.4,131.28,134.84,137.23,131.12,134.56,119.84,132.9,136.12
291.25,129.34,131.23,134.84,137.06,131.01,134.51,119.78,132.84,136.17
291.5,129.4,131.28,134.84,137.12,131.06,134.51,119.84,132.84,136.06
291.75,129.28,131.17,134.73,137.12,130.95,134.4,119.84,132.78,136.06
292,129.28,131.23,134.67,137.01,131.06,134.45,119.84,132.78,136.01
292.25,129.17,131.12,134.62,137.06,130.9,134.4,119.95,132.78,136.06
292.5,129.12,131.06,134.56,136.95,131.01,134.4,120.12,132.84,136.01
292.75,129.12,131.01,134.51,136.9,130.84,134.34,120.12,132.67,135.95
293,129.06,130.84,134.34,136.9,130.84,134.28,120.12,132.78,135.9
293.25,129.01,130.84,134.34,136.9,130.84,134.23,120.06,132.78,135.84
293.5,129.01,130.73,134.28,136.84,130.84,134.23,120.06,132.67,135.84
293.75,128.95,130.73,134.28,136.78,130.73,134.23,120.01,132.56,135.73
294,129.01,130.62,134.23,136.78,130.84,134.28,120.12,132.56,135.84
294.25,129.01,130.67,134.23,136.73,130.78,134.23,120.23,132.62,135.84
294.5,128.95,130.51,134.17,136.73,130.73,134.12,120.28,132.56,135.78
294.75,129.01,130.45,134.12,136.62,130.78,134.17,120.28,132.67,135.84
295,128.95,130.4,134.12,136.51,130.67,134.12,120.28,132.67,135.67
295.25,128.9,130.4,134.06,136.62,130.62,134.06,120.28,132.67,135.62
295.5,128.9,130.34,134.01,136.62,130.73,134.06,120.4,132.73,135.67
295.75,128.84,130.17,133.95,136.56,130.62,134.01,120.34,132.73,135.56
296,128.73,130.17,133.84,136.45,130.67,134.01,120.4,132.62,135.45
296.25,128.67,130.17,133.84,136.4,130.51,133.9,120.4,132.67,135.51
296.5,128.73,130.12,133.78,136.34,130.51,133.84,120.34,132.67,135.45
296.75,128.62,130.06,133.78,136.4,130.62,133.9,120.51,132.73,135.34
297,128.62,130.06,133.78,136.4,130.62,133.9,120.62,132.84,135.45
297.25,128.56,130.06,133.73,136.34,130.56,133.84,120.62,132.78,135.28
297.5,128.51,130.01,133.67,136.23,130.51,133.78,120.73,132.78,135.34
297.75,128.51,130.01,133.73,136.23,130.51,133.84,120.73,132.78,135.34
298,128.45,129.9,133.62,136.17,130.56,133.73,120.73,132.78,135.28
298.25,128.51,129.84,133.62,136.17,130.45,133.73,120.73,132.78,135.23
298.5,128.51,129.9,133.62,136.17,130.4,133.78,120.78,132.78,135.17
298.75,128.45,129.78,133.56,136.06,130.4,133.67,120.84,132.67,135.06
299,128.4,129.73,133.51,136.06,130.4,133.67,120.84,132.73,135.06
299.25,128.4,129.73,133.62,136.06,130.4,133.67,120.9,132.78,135.01
299.5,128.4,129.78,133.56,136.06,130.4,133.62,120.9,132.73,134.95
299.75,128.4,129.73,133.51,136.06,130.4,133.62,120.95,132.73,134.9
300,128.34,129.62,133.51,135.9,130.4,133.62,121.06,132.62,135.01
300.25,128.28,129.56,133.4,135.95,130.28,133.45,121.12,132.73,134.9
300.5,128.4,129.56,133.45,135.9,130.28,133.51,121.06,132.78,134.84
300.75,128.34,129.56,133.45,135.9,130.23,133.4,121.23,132.78,134.84
301,128.17,129.56,133.4,135.9,130.23,133.45,121.17,132.73,134.78
301.25,128.17,129.51,133.34,135.84,130.17,133.4,121.34,132.84,134.78
301.5,128.12,129.4,133.28,135.78,130.23,133.34,121.23,132.73,134.73
301.75,128.12,129.4,133.28,135.73,129.95,133.28,121.23,132.73,134.67
302,128.01,129.34,133.17,135.73,130.12,133.4,121.28,132.78,134.67
302.25,128.01,129.34,133.28,135.73,130.17,133.23,121.34,132.78,134.73
302.5,127.95,129.28,133.17,135.67,130.12,133.23,121.34,132.56,134.67
302.75,128.01,129.28,133.17,135.67,130.06,133.28,121.28,132.56,134.67
303,127.95,129.23,133.12,135.62,130.06,133.23,121.4,132.62,134.62
303.25,127.84,129.23,133.17,135.45,129.95,133.06,121.34,132.56,134.51
303.5,127.95,129.06,133.06,135.56,129.95,133.17,121.4,132.67,134.51
303.75,127.73,129.06,133.01,135.45,129.95,133.12,121.28,132.56,134.4
304,127.73,129.06,133.01,135.45,129.95,133.06,121.4,132.56,134.45
304.25,127.67,128.95,132.9,135.4,129.9,133.06,121.45,132.56,134.45
304.5,127.67,128.9,132.9,135.34,129.84,132.95,121.45,132.4,134.34
304.75,127.56,128.9,132.9,135.45,129.95,133.01,121.45,132.45,134.34
305,127.51,128.78,132.78,135.34,129.95,133.01,121.51,132.45,134.28
305.25,127.51,128.84,132.84,135.34,129.84,132.9,121.51,132.51,134.28
305.5,127.45,128.67,132.84,135.34,129.84,132.84,121.62,132.56,134.23
305.75,127.34,128.67,132.73,135.23,129.84,132.84,121.62,132.45,134.23
306,127.34,128.67,132.84,135.23,129.73,132.78,121.67,132.45,134.23
306.25,127.17,128.62,132.67,135.17,129.73,132.78,121.67,132.4,134.17
306.5,127.12,128.56,132.67,135.12,129.73,132.78,121.73,132.34,134.12
306.75,127.17,128.51,132.62,135.17,129.78,132.78,121.73,132.45,134.12
307,127.17,128.62,132.62,135.01,129.73,132.73,121.67,132.34,134.01
307.25,127.06,128.45,132.56,135.01,129.78,132.78,121.73,132.45,134.01
307.5,127.01,128.4,132.45,135.01,129.73,132.67,121.67,132.34,133.95
307.75,127.06,128.51,132.56,134.95,129.67,132.67,121.78,132.34,133.95
308,127.01,128.45,132.51,134.95,129.73,132.67,121.73,132.28,133.95
308.25,126.95,128.34,132.45,134.9,129.56,132.56,121.84,132.34,133.9
308.5,126.84,128.4,132.45,134.84,129.62,132.56,121.84,132.17,133.9
308.75,126.84,128.23,132.4,134.84,129.51,132.56,121.9,132.12,133.78
309,126.84,128.23,132.34,134.84,129.56,132.56,121.95,131.95,133.78
309.25,126.78,128.23,132.28,134.78,129.56,132.56,121.95,132.01,133.73
309.5,126.67,128.12,132.23,134.78,129.62,132.51,122.01,132.17,133.73
309.75,126.62,128.12,132.28,134.78,129.45,132.45,122.01,132.17,133.73
310,126.67,128.06,132.23,134.67,129.51,132.4,122.01,132.12,133.67
310.25,126.67,128.06,132.23,134.62,129.45,132.45,122.06,132.28,133.67
310.5,126.62,127.95,132.17,134.62,129.51,132.45,122.12,132.23,133.62
310.75,126.56,127.95,132.06,134.51,129.45,132.4,122.01,132.06,133.62
311,126.56,127.9,132.06,134.56,129.4,132.23,122.01,131.95,133.51
311.25,126.51,127.73,132.06,134.51,129.4,132.23,122.06,131.78,133.45
311.5,126.4,127.78,132.06,134.51,129.28,132.23,122.01,131.78,133.45
311.75,126.28,127.73,131.95,134.51,129.28,132.17,122.06,131.78,133.45
312,126.34,127.62,131.95,134.34,129.28,132.17,122.12,131.73,133.34
312.25,126.28,127.67,131.95,134.4,129.34,132.17,122.12,131.84,133.28
312.5,126.28,127.73,131.84,134.4,129.4,132.17,122.01,131.84,133.28
312.75,126.28,127.73,131.95,134.34,129.28,132.12,122.28,131.78,133.28
313,126.23,127.67,131.84,134.28,129.34,132.17,122.28,131.9,133.23
313.25,126.23,127.67,131.78,134.23,129.28,132.06,122.34,131.95,133.17
313.5,126.12,127.51,131.78,134.17,129.23,131.95,122.17,131.95,133.17
313.75,126.23,127.56,131.78,134.17,129.17,131.95,122.34,131.95,133.12
314,126.06,127.51,131.78,134.17,129.23,131.95,122.23,131.95,133.06
314.25,126.06,127.51,131.73,134.17,129.17,131.95,122.34,131.95,133.06
314.5,126.17,127.45,131.67,134.12,129.06,131.9,122.34,131.84,133.01
314.75,126.01,127.34,131.62,134.01,129.12,131.84,122.34,131.73,133.01
315,126.12,127.4,131.62,134.06,129.12,131.84,122.45,131.78,133.01
315.25,126.01,127.45,131.51,133.95,129.06,131.95,122.45,131.78,132.95
315.5,125.95,127.45,131.56,133.95,129.06,131.84,122.51,131.78,132.78
315.75,125.84,127.34,131.56,133.95,129.06,131.78,122.45,131.73,132.84
316,125.78,127.28,131.45,133.9,129.01,131.78,122.56,131.78,132.78
316.25,125.73,127.17,131.51,133.78,129.01,131.73,122.51,131.78,132.73
316.5,125.67,127.23,131.45,133.84,129.01,131.73,122.56,131.78,132.73
316.75,125.62,127.12,131.51,133.78,128.95,131.67,122.51,131.78,132.62
317,125.67,127.12,131.34,133.78,128.9,131.62,122.62,131.73,132.62
317.25,125.73,127.06,131.4,133.73,128.78,131.56,122.67,131.9,132.62
317.5,125.73,127.01,131.34,133.62,128.84,131.62,122.67,131.73,132.62
317.75,125.62,127.01,131.4,133.62,129.01,131.51,122.67,131.84,132.62
318,125.78,126.95,131.28,133.62,128.9,131.62,122.56,131.84,132.56
318.25,125.67,126.9,131.23,133.56,128.84,131.62,122.51,131.51,132.56
318.5,125.67,126.84,131.28,133.56,128.84,131.56,122.56,131.51,132.56
318.75,125.62,126.78,131.17,133.51,128.84,131.51,122.62,131.56,132.45
319,125.67,126.73,131.12,133.45,128.73,131.45,122.56,131.62,132.4
319.25,125.56,126.73,131.06,133.4,128.84,131.34,122.67,131.67,132.4
319.5,125.51,126.67,131.06,133.4,128.67,131.34,122.62,131.62,132.4
319.75,125.4,126.62,130.95,133.28,128.67,131.23,122.56,131.67,132.28
320,125.45,126.62,131.06,133.28,128.62,131.28,122.62,131.67,132.23
320.25,125.34,126.51,130.95,133.28,128.62,131.28,122.62,131.78,132.23
320.5,125.4,126.56,130.95,133.23,128.62,131.28,122.84,131.78,132.28
320.75,125.34,126.45,130.95,133.28,128.62,131.17,122.78,131.78,132.23
321,125.28,126.45,130.84,133.23,128.56,131.12,122.78,131.78,132.23
321.25,125.23,126.34,130.95,133.12,128.51,131.06,122.78,131.78,132.17
321.5,125.23,126.4,130.84,133.17,128.51,131.06,122.9,131.67,132.17
321.75,125.17,126.34,130.84,133.06,128.51,131.01,122.9,131.78,132.12
322,125.17,126.28,130.73,133.01,128.45,131.01,122.84,131.73,132.06
322.25,125.06,126.23,130.78,132.95,128.34,130.9,122.73,131.78,132.12
322.5,125.12,126.23,130.78,133.01,128.4,130.84,122.73,131.78,132.06
322.75,125.01,126.23,130.78,133.01,128.4,130.95,122.67,131.62,131.95
323,125.06,126.28,130.78,132.9,128.34,130.95,122.67,131.67,131.95
323.25,125.12,126.23,130.78,132.9,128.28,130.84,122.73,131.67,131.95
323.5,125.01,126.17,130.67,132.9,128.34,130.84,122.84,131.67,131.95
323.75,124.95,126.17,130.67,132.84,128.34,130.73,122.78,131.51,131.95
324,124.95,126.17,130.73,132.78,128.23,130.73,122.73,131.62,131.95
324.25,124.9,126.06,130.62,132.78,128.17,130.67,122.73,131.62,131.84
324.5,124.9,126.12,130.73,132.73,128.17,130.67,122.78,131.62,131.84
324.75,124.78,126.01,130.67,132.67,128.17,130.67,122.95,131.67,131.9
325,124.78,126.01,130.56,132.73,128.23,130.62,122.95,131.67,131.78
325.25,124.56,125.95,130.62,132.51,128.06,130.51,122.95,131.56,131.73
325.5,124.56,125.95,130.56,132.62,128.12,130.51,122.95,131.51,131.62
325.75,124.62,126.01,130.51,132.56,128.06,130.45,122.95,131.45,131.62
326,124.56,126.01,130.56,132.62,128.01,130.45,123.06,131.51,131.62
326.25,124.56,126.01,130.45,132.45,127.95,130.4,122.95,131.51,131.56
326.5,124.45,125.9,130.45,132.51,127.95,130.4,123.01,131.51,131.51
326.75,124.4,125.9,130.34,132.4,127.95,130.4,123.01,131.51,131.45
327,124.34,125.9,130.34,132.34,127.9,130.4,123.12,131.56,131.51
327.25,124.17,125.84,130.28,132.34,127.95,130.23,123.06,131.56,131.4
327.5,124.17,125.78,130.17,132.34,127.84,130.34,123.06,131.51,131.45
327.75,124.12,125.78,130.17,132.17,127.84,130.17,123.01,131.45,131.34
328,124.12,125.78,130.17,132.28,127.84,130.28,123.06,131.51,131.34
328.25,123.95,125.73,130.12,132.12,127.84,130.23,123.12,131.51,131.28
328.5,124.06,125.73,130.17,132.23,127.78,130.17,123.17,131.45,131.28
328.75,124.06,125.67,130.12,132.17,127.78,130.17,123.17,131.56,131.23
329,123.95,125.73,130.01,132.06,127.73,130.17,122.95,131.51,131.17
329.25,123.9,125.73,130.01,132.06,127.73,130.06,123.01,131.51,131.17
329.5,123.84,125.67,129.9,132.01,127.78,130.06,122.95,131.51,131.17
329.75,123.78,125.56,129.78,132.01,127.67,130.12,123.01,131.4,131.06
330,123.78,125.51,129.73,132.01,127.67,130.12,122.95,131.28,131.06
330.25,123.67,125.56,129.67,131.9,127.62,129.95,122.95,131.4,131.01
330.5,123.78,125.56,129.67,131.84,127.67,129.95,122.9,131.45,131.01
330.75,123.73,125.51,129.56,131.84,127.62,130.01,122.95,131.34,131.01
331,123.78,125.4,129.56,131.84,127.51,130.06,122.95,131.45,130.95
331.25,123.62,125.34,129.51,131.78,127.51,129.9,122.9,131.28,130.95
331.5,123.62,125.28,129.45,131.78,127.45,129.84,123.06,131.17,130.9
331.75,123.62,125.23,129.4,131.73,127.45,129.84,123.06,131.28,130.78
332,123.4,125.17,129.28,131.62,127.45,129.78,122.95,131.17,130.73
332.25,123.34,125.17,129.34,131.56,127.4,129.78,123.06,130.9,130.78
332.5,123.34,125.12,129.28,131.62,127.34,129.73,123.06,130.95,130.78
332.75,123.4,125.01,129.28,131.62,127.4,129.67,123.06,130.84,130.67
333,123.34,125.01,129.23,131.56,127.34,129.67,123.01,130.9,130.62
333.25,123.4,124.95,129.12,131.51,127.34,129.67,123.12,130.95,130.62
333.5,123.4,125.01,129.17,131.51,127.28,129.73,123.17,130.78,130.62
333.75,123.34,124.95,129.12,131.45,127.23,129.67,123.23,130.78,130.51
334,123.28,124.84,129.12,131.34,127.17,129.51,123.28,130.84,130.51
334.25,123.23,124.84,129.06,131.34,127.12,129.51,123.28,130.84,130.51
334.5,123.28,124.84,129.06,131.28,127.17,129.4,123.34,130.84,130.45
334.75,123.17,124.73,129.06,131.23,127.01,129.28,123.34,130.78,130.34
335,123.23,124.73,129.01,131.23,127.06,129.28,123.45,130.73,130.4
335.25,123.17,124.67,129.06,131.23,127.01,129.28,123.45,130.73,130.34
335.5,123.28,124.78,129.06,131.12,127.01,129.28,123.51,130.67,130.4
335.75,123.23,124.62,128.9,131.06,127.01,129.28,123.34,130.56,130.23
336,123.12,124.62,128.9,131.06,126.95,129.28,123.34,130.4,130.17
336.25,123.17,124.62,128.78,131.01,126.9,129.23,123.28,130.45,130.17
336.5,123.12,124.67,128.9,131.01,126.84,129.12,123.17,130.34,130.17
336.75,123.12,124.51,128.78,131.01,126.84,129.01,123.12,130.23,130.06
337,123.12,124.45,128.84,130.9,126.9,129.06,123.01,130.4,130.12
337.25,123.17,124.51,128.78,130.84,126.78,128.95,122.95,130.4,130.06
337.5,123.06,124.4,128.84,130.84,126.78,128.95,123.17,130.4,129.95
337.75,123.01,124.45,128.78,130.78,126.73,128.78,123.17,130.4,130.01
338,122.73,124.4,128.73,130.84,126.73,128.84,123.12,130.4,129.9
338.25,122.73,124.34,128.67,130.73,126.67,128.62,122.95,130.28,129.95
338.5,122.62,124.34,128.56,130.67,126.67,128.34,123.06,130.34,129.95
338.75,122.56,124.28,128.51,130.62,126.62,128.4,123.17,130.4,129.9
339,122.56,124.28,128.56,130.67,126.56,128.4,123.28,130.17,129.84
339.25,122.62,124.28,128.4,130.56,126.56,128.28,123.28,130.06,129.73
339.5,122.62,124.23,128.4,130.51,126.51,128.23,123.34,130.01,129.73
339.75,122.62,124.17,128.28,130.45,126.51,128.23,123.4,130.23,129.78
340,122.56,124.12,128.28,130.4,126.45,128.17,123.4,130.06,129.67
340.25,122.56,124.12,128.23,130.4,126.45,128.06,123.28,129.78,129.62
340.5,122.56,124.12,128.34,130.34,126.34,128.12,123.28,129.67,129.67
340.75,122.34,124.06,128.28,130.34,126.34,128.12,123.28,129.51,129.62
341,122.12,123.95,128.34,130.23,126.4,128.01,123.17,129.67,129.51
341.25,122.12,124.01,128.23,130.23,126.28,128.06,123.17,129.78,129.62
341.5,122.06,123.84,128.23,130.23,126.23,128.01,123.23,129.84,129.56
341.75,122.12,123.95,128.23,130.17,126.23,127.84,123.17,129.9,129.62
342,122.12,123.78,128.17,130.17,126.12,127.84,123.17,129.95,129.51
342.25,122.12,123.73,128.23,130.06,126.06,127.84,123.17,129.95,129.34
342.5,122.06,123.73,128.23,130.06,126.01,127.78,123.06,129.84,129.4
342.75,121.95,123.62,128.17,129.95,126.01,127.67,123.17,129.67,129.28
343,121.95,123.56,128.17,129.95,125.9,127.67,123.17,129.51,129.28
343.25,122.01,123.62,128.17,129.95,125.95,127.62,123.23,129.51,129.28
343.5,121.95,123.51,128.17,129.9,125.9,127.56,123.12,129.56,129.23
343.75,121.78,123.56,128.17,129.9,125.78,127.56,123.01,129.4,129.23
344,121.73,123.45,128.12,129.78,125.78,127.56,122.95,129.51,129.17
344.25,121.67,123.56,128.17,129.84,125.73,127.51,123.12,129.56,129.12
344.5,121.67,123.4,128.23,129.78,125.67,127.4,123.17,129.4,129.12
344.75,121.73,123.4,128.23,129.73,125.67,127.45,123.12,129.51,129.06
345,121.62,123.4,128.17,129.67,125.73,127.4,123.17,129.28,129.01
345.25,121.73,123.4,128.17,129.56,125.56,127.34,123.12,129.17,128.95
345.5,121.56,123.34,128.12,129.67,125.62,127.28,123.17,129.01,128.9
345.75,121.51,123.28,128.12,129.62,125.51,127.28,123.06,128.9,128.84
346,121.56,123.34,128.01,129.51,125.62,127.17,123.17,128.84,128.84
346.25,121.51,123.17,127.95,129.56,125.51,127.17,123.17,128.84,128.84
346.5,121.4,123.23,127.9,129.51,125.45,127.06,123.23,128.84,128.67
346.75,121.45,123.17,127.9,129.34,125.4,127.01,123.28,129.01,128.73
347,121.34,123.17,127.84,129.28,125.4,127.01,123.17,128.9,128.73
347.25,121.34,123.12,127.78,129.34,125.34,126.95,123.28,129.06,128.73
347.5,121.28,123.12,127.73,129.28,125.23,126.9,123.17,128.95,128.67
347.75,121.28,123.12,127.56,129.28,125.28,126.84,123.17,129.01,128.67
348,121.34,123.12,127.56,129.23,125.23,126.9,123.17,128.78,128.67
348.25,121.17,123.01,127.56,129.23,125.23,126.84,122.95,128.73,128.62
348.5,121.12,123.01,127.56,129.06,125.12,126.73,122.9,128.62,128.56
348.75,121.17,122.95,127.51,129.12,125.12,126.84,122.78,128.51,128.45
349,121.12,122.95,127.51,129.06,125.01,126.62,122.9,128.56,128.51
349.25,121.06,122.9,127.34,129.06,124.9,126.62,122.95,128.73,128.45
349.5,121.12,122.9,127.28,129.01,125.01,126.62,122.95,128.78,128.4
349.75,121.01,122.84,127.23,129.01,125.01,126.45,122.9,128.67,128.34
350,121.01,122.84,127.17,128.95,124.9,126.45,122.9,128.17,128.28
350.25,121.01,122.84,127.12,128.95,124.9,126.4,122.84,128.06,128.23
350.5,120.95,122.78,127.12,128.95,124.84,126.28,122.95,128.23,128.28
350.75,120.95,122.73,127.01,128.9,124.78,126.34,122.9,128.17,128.23
351,120.9,122.62,126.9,128.9,124.73,126.28,122.84,128.01,128.17
351.25,120.95,122.67,126.84,128.84,124.73,126.4,123.01,127.95,128.17
351.5,120.9,122.73,126.78,128.78,124.62,126.23,122.9,127.9,128.12
351.75,120.9,122.67,126.73,128.67,124.62,126.23,123.06,127.78,128.17
352,120.78,122.56,126.67,128.67,124.62,126.23,122.95,127.78,128.17
